Ensembl_ID	Gene_symbol	contrast	type	dir	n_datasets	datasets	mean_log2FC	max_padj
ENSG00000185274	GALNT17	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	1.7124626838991825	2.3964578638819073e-5
ENSG00000185274	GALNT17	F4_vs_F2	between_strata	up	2	GSE135251,GSE162694	1.4232375151819028	0.007604483431580962
ENSG00000185477	GPRIN3	F4_vs_F0	baseline	up	3	GSE130970,GSE135251,GSE162694	1.2474296839321193	0.02220417140679585
ENSG00000185567	AHNAK2	F4_vs_F0	baseline	up	2	GSE135251,GSE162694	1.265749181583996	0.02515209928750119
ENSG00000185567	AHNAK2	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	1.0107076477590087	0.036050603922946116
ENSG00000185567	AHNAK2	F4_vs_F2	between_strata	up	2	GSE135251,GSE162694	0.9068382309680928	0.04530714837489187
ENSG00000185585	OLFML2A	F4_vs_F2	between_strata	up	2	GSE135251,GSE162694	0.9533367243442836	0.014269393808703875
ENSG00000185585	OLFML2A	F4_vs_F3	between_strata	up	2	GSE135251,GSE162694	1.0116693235244283	0.03105158473603159
ENSG00000185942	NKAIN3	F4_vs_F0	baseline	down	2	GSE130970,GSE162694	-1.2107501830181275	0.0442606893622166
ENSG00000186074	CD300LF	F2_vs_F0	baseline	up	2	GSE135251,GSE162694	0.6727780236156864	0.0103258331849215
ENSG00000186074	CD300LF	F3_vs_F0	baseline	up	2	GSE130970,GSE135251	0.6471212010542423	0.049452969582498285
ENSG00000186198	SLC51B	F4_vs_F0	baseline	up	2	GSE135251,GSE162694	2.642045357419266	3.171933594750689e-4
ENSG00000186198	SLC51B	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	2.5027684725247856	0.0012889045744964214
ENSG00000186198	SLC51B	F4_vs_F2	between_strata	up	2	GSE135251,GSE162694	2.40756092054119	0.005484727796259698
ENSG00000186340	THBS2	F3_vs_F0	baseline	up	2	GSE130970,GSE135251	1.741977582418826	2.590230284166176e-6
ENSG00000186340	THBS2	F3_vs_F1	between_strata	up	2	GSE130970,GSE135251	1.2792510139554658	0.0010753259813933503
ENSG00000186340	THBS2	F4_vs_F0	baseline	up	3	GSE130970,GSE135251,GSE162694	2.4659245155066083	0.004835478613499836
ENSG00000186340	THBS2	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	2.12638103954713	3.410573509459809e-12
ENSG00000186340	THBS2	F4_vs_F2	between_strata	up	2	GSE135251,GSE162694	1.7052294007576019	8.732463919679236e-7
ENSG00000186417	GLDN	F3_vs_F0	baseline	up	2	GSE130970,GSE135251	1.120834820065856	0.008879903077628926
ENSG00000186417	GLDN	F3_vs_F1	between_strata	up	2	GSE130970,GSE135251	1.0000649347726007	0.012368298558501958
