Ensembl_ID	Gene_symbol	n_ds_tested	n_ds_lrt_sig	min_padj_lrt	lrt_reproduced	n_baseline_sig	baseline_dirs	first_stage_diff	baseline_hits	n_strata_sig	strata_dirs	strata_hits	class
ENSG00000196247	ZNF107	3	1	0.015160723859406117	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000178597	PSAPL1	3	1	0.015162079554297877	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000178035	IMPDH2	3	1	0.015181249004565054	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000106278	PTPRZ1	3	1	0.01518403017377023	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000148429	USP6NL	3	1	0.015184040447268007	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000144647	POMGNT2	3	2	0.015184609134947463	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000159346	ADIPOR1	3	2	0.015184609134947463	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000205038	PKHD1L1	3	1	0.015190762697483633	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000180198	RCC1	3	1	0.015193029781582662	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000079263	SP140	3	1	0.01519336028799094	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000173821	RNF213	3	2	0.01520287192165246	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000127418	FGFRL1	3	2	0.015209902565410629	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000079387	SENP1	3	1	0.015219466713646851	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000141378	PTRH2	3	1	0.015223079917811664	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000184897	H1-10	3	1	0.01522752004177066	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000123297	TSFM	3	1	0.015235522947927177	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000087995	METTL2A	3	1	0.01524735772497338	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000242220	TCP10L	3	1	0.01524735772497338	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000163564	PYHIN1	3	1	0.015249804786160016	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000183647	ZNF530	3	1	0.015251603954612213	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000124257	NEURL2	3	1	0.015256963533932633	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186462	NAP1L2	3	1	0.015272524385900455	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000163933	RFT1	3	1	0.015274979833397912	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186767	SPIN4	3	1	0.015352485934353911	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000175467	SART1	3	2	0.01535500060397021	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000213965	NUDT19	3	1	0.015387114541888739	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000172594	SMPDL3A	3	1	0.015400318677784805	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000103657	HERC1	3	2	0.015412944623118515	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000159256	MORC3	3	2	0.015438791042055122	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000155858	LSM11	3	1	0.015464895129061974	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000130787	HIP1R	3	2	0.015489475022463334	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186105	LRRC70	3	1	0.015494332479759598	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000263818	RDM1P5	3	1	0.01552363015314563	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186409	CCDC30	3	2	0.015563156655244225	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000131788	PIAS3	3	1	0.015576098452093567	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000042088	TDP1	3	1	0.015583950721997149	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000181778	TMEM252	3	1	0.015583950721997149	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000183317	EPHA10	3	1	0.015591672300935791	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000112339	HBS1L	3	1	0.015592328271756748	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000108018	SORCS1	3	2	0.015616809772041919	TRUE	1	down	4	F4_vs_F0	0	NA	NA	baseline_only
ENSG00000187054	TMPRSS11A	2	1	0.015618978273240382	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000127586	CHTF18	3	1	0.015620396515281614	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000130755	GMFG	3	2	0.015620396515281614	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000196470	SIAH1	3	1	0.015636495931702358	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000103876	FAH	3	1	0.015647011462985604	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000123353	ORMDL2	3	1	0.015653262187534767	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000178761	FAM219B	3	1	0.015655397753676838	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000120008	WDR11	3	2	0.0156625798795995	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000177138	FAM9B	3	1	0.0156625798795995	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000003987	MTMR7	3	1	0.015666180733900813	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000239474	KLHL41	3	1	0.015674490518436293	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000159650	UROC1	3	1	0.01568525551820629	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000183020	AP2A2	3	2	0.01569382796095614	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000178449	COX14	3	1	0.015695723645525197	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000170430	MGMT	3	3	0.015697347734257606	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000188931	CFAP126	2	1	0.015698727117873203	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000135148	TRAFD1	3	1	0.015707406215934867	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000157766	ACAN	3	1	0.015708422426639012	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000175938	ORAI3	3	1	0.015708422426639012	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186335	SLC36A2	2	1	0.015709033507886327	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000100985	MMP9	3	3	0.015710976176124786	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000176809	LRRC37A3	3	1	0.015713553814225286	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000108784	NAGLU	3	1	0.015719384309090395	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000183579	ZNRF3	2	1	0.015739159629700284	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186654	PRR5	3	1	0.015760667173408828	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000141759	TXNL4A	3	1	0.01578972058065572	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000197479	PCDHB11	3	1	0.015837444279520618	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000163932	PRKCD	3	1	0.015845344971571442	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000181690	PLAG1	3	1	0.015875594108714152	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000197265	GTF2E2	3	1	0.01589917767825936	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000229833	PET100	3	2	0.01589917767825936	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000088448	ANKRD10	3	1	0.01590999928815506	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000135378	PRRG4	3	1	0.01590999928815506	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000082293	COL19A1	3	1	0.015928879863593058	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000118705	RPN2	3	1	0.01593509875536357	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000115919	KYNU	3	1	0.015965242990472094	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000229117	RPL41	3	1	0.015971288897613335	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000118432	CNR1	3	1	0.0159765703612268	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000114544	SLC41A3	3	1	0.015978458564136336	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000129250	KIF1C	3	1	0.01598630355723453	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000138162	TACC2	3	1	0.015990052008747126	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000198081	ZBTB14	3	1	0.01601589138043568	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000138286	FAM149B1	3	1	0.016066567572058994	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000147459	DOCK5	3	1	0.016088390081219067	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000151914	DST	3	2	0.01610514751734098	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000163958	ZDHHC19	3	1	0.016125268500458517	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000106565	TMEM176B	3	2	0.016148234792996683	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000182557	SPNS3	3	2	0.016182130898369652	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000133065	SLC41A1	3	1	0.016186645626794317	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000181031	RPH3AL	3	1	0.016186645626794317	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000114491	UMPS	3	2	0.016190321803121605	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000182196	ARL6IP4	3	1	0.016190321803121605	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000255374	TAS2R43	2	1	0.016190321803121605	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000198816	ZNF358	3	1	0.01619926533158216	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000128833	MYO5C	3	1	0.01620318496961993	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000137393	RNF144B	3	1	0.01621648005857425	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000033170	FUT8	3	1	0.01621779855543184	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000134324	LPIN1	3	1	0.016232922716175987	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000164574	GALNT10	3	2	0.016265067330175534	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000091317	CMTM6	3	1	0.016265335474420536	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000163354	DCST2	3	1	0.016265335474420536	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000090581	GNPTG	3	1	0.016274358013073042	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000163599	CTLA4	3	2	0.016278542776162926	TRUE	1	up	4	F4_vs_F0	0	NA	NA	baseline_only
ENSG00000000457	SCYL3	3	1	0.016316667726023155	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000177302	TOP3A	3	2	0.016316667726023155	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000167749	KLK4	2	1	0.01632621340434931	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000113615	SEC24A	3	2	0.016328338371883907	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000173933	RBM4	3	1	0.016353947936483114	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000148604	RGR	2	1	0.016355382724587565	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000100033	PRODH	3	1	0.016359109814768118	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000146143	PRIM2	3	1	0.016359109814768118	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000204574	ABCF1	3	1	0.016371114520566596	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000167468	GPX4	3	1	0.016392278884996506	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000196422	PPP1R26	3	1	0.016409200400794736	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000196670	ZFP62	3	1	0.016421188971024996	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000164296	TIGD6	3	1	0.01642335445992246	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000160460	SPTBN4	3	2	0.016465421127995403	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000064703	DDX20	3	2	0.016472357345054853	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000251192	ZNF674	3	2	0.016473957172418813	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000160917	CPSF4	3	1	0.016478814231809892	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000127920	GNG11	3	2	0.01648239154880959	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000157045	NTAN1	3	1	0.016484844876617707	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000167895	TMC8	3	2	0.016485219681148966	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000145365	TIFA	3	1	0.016501743301659454	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000130985	UBA1	3	1	0.016520180878410666	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000156642	NPTN	3	1	0.01652329829799914	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000204463	BAG6	3	1	0.01652329829799914	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000111880	RNGTT	3	1	0.01653370126760802	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000161203	AP2M1	3	1	0.016540069423904485	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000187650	VMAC	3	1	0.01655940390668825	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186222	BLOC1S4	3	1	0.016594882865997553	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000138641	HERC3	3	1	0.01660104514994295	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000167910	CYP7A1	3	1	0.01660104514994295	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000116819	TFAP2E	3	1	0.016627519125022854	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000120709	FAM53C	3	1	0.016632711384937125	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000132256	TRIM5	3	1	0.016632711384937125	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000168140	VASN	3	2	0.016632711384937125	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000089006	SNX5	3	1	0.01663939585940067	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000163217	BMP10	3	2	0.016646033097787675	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000236296	GUSBP5	3	1	0.016649772971055018	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000166111	SVOP	2	1	0.016651418936354436	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000111144	LTA4H	3	1	0.016677602743786924	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000092010	PSME1	3	1	0.01668416967890332	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000109472	CPE	3	1	0.016692221754743133	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000257501	PAFAH1B2P2	2	2	0.016703957841229116	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000132613	MTSS2	3	1	0.016713265745707435	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000184205	TSPYL2	3	1	0.01671552320854646	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000117650	NEK2	3	1	0.016722730613051066	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000167617	CDC42EP5	3	2	0.016747964727488643	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000160932	LY6E	3	1	0.01676084674202013	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000132432	SEC61G	3	1	0.016773553843381035	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000256525	POLG2	3	1	0.016774555235994016	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000073711	PPP2R3A	3	1	0.016786220398571815	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000168890	TMEM150A	3	2	0.016786220398571815	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000120798	NR2C1	3	1	0.016790976605106367	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000162398	CIMAP2	3	1	0.016800228653284434	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000177932	ZNF354C	3	1	0.0168031344087304	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000176101	SSNA1	3	1	0.016822655160214358	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000198382	UVRAG	3	1	0.016842777465133157	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000116604	MEF2D	3	1	0.0168447166005115	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000155636	RBM45	3	1	0.016861696703254145	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000091039	OSBPL8	3	1	0.01686393914248546	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000136213	CHST12	3	1	0.016864289758644086	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000106400	ZNHIT1	3	2	0.01687595121861085	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000121671	CRY2	3	2	0.016917303047206626	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000101825	MXRA5	3	1	0.016917550321524095	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000168234	TTC39C	3	1	0.016918584922652004	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000078795	PKD2L2	2	2	0.016944610558747734	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000102384	CENPI	3	1	0.016948875003984166	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000183530	PRR14L	3	1	0.016955873169374594	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000100442	FKBP3	3	1	0.01695815339436276	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000065833	ME1	3	2	0.016962508114768442	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000166949	SMAD3	3	1	0.01697553749197132	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000010256	UQCRC1	3	1	0.016984122534601215	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000198723	SAXO5	2	1	0.016986282619986675	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000079999	KEAP1	3	1	0.017026822535147843	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000109689	STIM2	3	1	0.017029988870734484	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000133063	CHIT1	3	2	0.017047221551461073	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000160282	FTCD	3	1	0.0170578105105181	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000119402	FBXW2	3	1	0.017064427305539507	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000171121	KCNMB3	3	1	0.017075676620036593	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000152990	ADGRA3	3	1	0.01708706678562059	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000158195	WASF2	3	1	0.01709740063804889	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000136098	NEK3	3	1	0.01712388275276723	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000143630	HCN3	3	1	0.017133814363426494	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000203710	CR1	3	1	0.017136328208215132	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000130402	ACTN4	3	2	0.01714990189848579	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000111254	AKAP3	3	1	0.017157228701935496	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000146276	GABRR1	2	1	0.017157228701935496	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000166508	MCM7	3	1	0.017157228701935496	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000158286	RNF207	3	1	0.017160701491900153	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186185	KIF18B	3	1	0.017160701491900153	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000151092	NGLY1	3	1	0.017185267818689398	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000164938	TP53INP1	3	1	0.017185267818689398	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000141519	CCDC40	3	1	0.01719702934983612	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000175318	GRAMD2A	2	1	0.01720916152006086	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000163239	TDRD10	3	2	0.017209801739434316	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000113100	CDH9	2	2	0.017218639835274132	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000146830	GIGYF1	3	2	0.017218639835274132	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000090863	GLG1	3	1	0.0172331479523914	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000020922	MRE11	3	1	0.01724190790616432	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000154957	ZNF18	3	1	0.01724190790616432	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000180353	HCLS1	3	1	0.01724190790616432	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000109674	NEIL3	3	1	0.017266605875766592	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000124659	TBCC	3	1	0.017276686812478084	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000183765	CHEK2	3	2	0.017282460702980673	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000164615	CAMLG	3	2	0.01728505397785363	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000147394	ZNF185	3	1	0.01730391096124092	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000205669	ACOT6	3	1	0.017308827520584182	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000140577	CRTC3	3	2	0.017323836509882243	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000076067	RBMS2	3	1	0.017334521182136457	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000162927	PUS10	3	1	0.017337704249770002	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000166801	FAM111A	3	1	0.017342639514028185	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000040608	RTN4R	3	1	0.017346291456132323	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000152760	DYNLT5	3	1	0.017346291456132323	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000196646	ZNF136	3	1	0.017346291456132323	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000118849	RARRES1	3	2	0.017359887075257218	TRUE	1	up	4	F4_vs_F0	0	NA	NA	baseline_only
ENSG00000185504	FAAP100	3	1	0.017362658231305245	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000188997	KCTD21	3	2	0.017387781970378404	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186468	RPS23	3	1	0.017418813001784637	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000068438	FTSJ1	3	2	0.01742730256198119	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000233822	H2BC15	3	1	0.01743833006680842	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000228049	POLR2J2	2	1	0.017444490096675903	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000248098	BCKDHA	2	1	0.017450832863159554	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000018625	ATP1A2	3	1	0.017458217475840962	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000196482	ESRRG	3	1	0.017461523292567806	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000100281	HMGXB4	3	1	0.01747078359144352	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000101150	TPD52L2	3	2	0.017476230322517012	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000148459	PDSS1	3	2	0.017477521745566403	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000143412	ANXA9	3	1	0.0174944702429652	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000109606	DHX15	3	1	0.01749589368789926	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000134775	FHOD3	3	1	0.01749976609548927	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000104218	CSPP1	3	2	0.01751033352904974	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000069943	PIGB	3	1	0.0175104447909633	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000151012	SLC7A11	3	1	0.017525697808834825	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000165379	LRFN5	3	1	0.01754662075741521	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000184831	APOO	3	1	0.01754662075741521	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000197471	SPN	3	1	0.01754662075741521	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000146085	MMUT	3	1	0.017556602118790003	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000150051	MKX	3	2	0.017596355006473205	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000180998	GPR137C	3	1	0.017599587926481076	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000139083	ETV6	3	2	0.017601361021827286	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000165972	CCDC38	3	1	0.017617765165507733	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
