Ensembl_ID	Gene_symbol	n_ds_tested	n_ds_lrt_sig	min_padj_lrt	lrt_reproduced	n_baseline_sig	baseline_dirs	first_stage_diff	baseline_hits	n_strata_sig	strata_dirs	strata_hits	class
ENSG00000169429	CXCL8	3	3	2.44287461881587e-75	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000108244	KRT23	3	3	2.677747578128303e-72	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000159167	STC1	3	3	5.294493137211451e-66	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000137331	IER3	3	3	7.5321322195454245e-62	TRUE	1	up	4	F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000168398	BDKRB2	3	3	2.8172718425180384e-61	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000108691	CCL2	3	3	4.5512352844215243e-54	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000142871	CCN1	3	3	1.7716148362862774e-53	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000118523	CCN2	3	3	2.0230015011277583e-53	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F3_vs_F1,F4_vs_F1	baseline_and_strata
ENSG00000128342	LIF	3	3	2.4133287079716246e-52	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000154734	ADAMTS1	3	2	8.077006180671008e-51	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000137801	THBS1	3	3	4.919522044349038e-50	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000108551	RASD1	3	3	1.5800528400749424e-48	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000185022	MAFF	3	2	7.676830587889685e-48	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000136997	MYC	3	3	1.0759320739233224e-46	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000164949	GEM	3	3	1.3098156466333325e-44	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000124875	CXCL6	3	3	5.815327403149239e-42	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000198542	ITGBL1	3	3	2.0751396152493597e-41	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000137673	MMP7	3	3	2.6867035451764452e-40	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000154553	PDLIM3	3	3	5.994280864572864e-37	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000073756	PTGS2	3	2	9.281972166509977e-36	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000163739	CXCL1	3	3	1.66055452181232e-35	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000121966	CXCR4	3	3	2.3419515389878118e-35	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000126803	HSPA2	3	2	3.0422557847453756e-35	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000104435	STMN2	3	3	4.579969981670795e-35	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000138131	LOXL4	3	3	2.43190353869867e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000079931	MOXD1	3	3	6.6184008417686504e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000038427	VCAN	3	3	7.748041454101601e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000119681	LTBP2	3	3	3.01598367823128e-33	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000178726	THBD	3	3	7.742871601389446e-33	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000078098	FAP	3	3	9.738004105003767e-33	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000170961	HAS2	3	2	1.322804913214189e-32	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000115602	IL1RL1	3	1	3.3089664446415307e-32	FALSE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000163075	CFAP221	3	3	1.1052046581936344e-31	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000110799	VWF	3	3	1.1764410578329946e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000186340	THBS2	3	3	2.8469239822041046e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000134258	VTCN1	3	3	5.290312309242078e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000159212	CLIC6	3	3	1.0911368542073807e-29	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000163435	ELF3	3	2	1.761120056424783e-29	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000146038	DCDC2	3	3	4.671282703718948e-28	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000131981	LGALS3	3	3	5.595394529833885e-28	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F3_vs_F1,F4_vs_F1	baseline_and_strata
ENSG00000140092	FBLN5	3	3	1.339227360089498e-27	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000187498	COL4A1	3	3	3.488243051136839e-27	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000137819	PAQR5	3	3	4.156160014132302e-27	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000119280	C1orf198	3	3	5.300110365354985e-27	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000115009	CCL20	3	3	5.3951228215073364e-27	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000101384	JAG1	3	3	5.465361680510556e-27	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000124216	SNAI1	3	3	9.511364879051876e-27	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000158258	CLSTN2	3	3	1.0966813808686915e-26	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000006327	TNFRSF12A	3	3	6.086708897243785e-26	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000172201	ID4	3	3	6.086708897243785e-26	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000138135	CH25H	3	3	1.4916583957872351e-25	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000148180	GSN	3	3	1.7300771957016047e-25	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000124766	SOX4	3	3	2.3696659992647377e-25	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000102265	TIMP1	3	3	2.843209679913475e-25	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000162909	CAPN2	3	3	6.82892526547989e-25	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000152137	HSPB8	3	3	1.3442991312217194e-24	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000167767	KRT80	3	3	2.17656001390299e-24	TRUE	1	up	4	F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000188042	ARL4C	3	3	2.2643239116658095e-24	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000154096	THY1	3	3	3.622510615401133e-24	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000115641	FHL2	3	2	3.794328725261173e-24	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000113361	CDH6	3	3	4.9254500742230184e-24	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000135480	KRT7	3	3	4.9254500742230184e-24	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000168386	FILIP1L	3	2	7.418757066359749e-24	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000125398	SOX9	3	3	1.1126267844665955e-23	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000253368	TRNP1	3	3	1.2487211043638738e-23	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000054598	FOXC1	3	3	2.750492159596775e-23	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000122870	BICC1	3	3	6.080781366230255e-23	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000166145	SPINT1	3	3	8.502069053755633e-23	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000167191	GPRC5B	3	3	1.9737474710684715e-22	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000140416	TPM1	3	2	3.13626111961287e-22	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000163638	ADAMTS9	3	2	3.239049045336348e-22	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000117152	RGS4	3	3	3.628234497767254e-22	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000182718	ANXA2	3	3	4.363213019901455e-22	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000115380	EFEMP1	3	3	7.1019977755903215e-22	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000139329	LUM	3	3	8.903668175840654e-22	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000134871	COL4A2	3	3	1.1190396571837183e-21	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000148677	ANKRD1	3	2	1.1482423336726066e-21	TRUE	2	up	2	F2_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000134769	DTNA	3	2	1.1583737334254943e-21	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000102452	NALCN	3	3	1.2313285628082757e-21	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000010319	SEMA3G	3	2	1.2672820730746699e-21	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000050165	DKK3	3	3	2.927654904779373e-21	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000143196	DPT	3	3	2.927654904779373e-21	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000163393	SLC22A15	3	3	3.1028992655929802e-21	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000179431	FJX1	3	3	5.3906724576205526e-21	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000182836	PLCXD3	3	3	6.100836722008018e-21	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000240583	AQP1	3	3	6.100836722008018e-21	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000204291	COL15A1	3	2	1.1509405018284414e-20	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000149591	TAGLN	3	3	1.394541307079774e-20	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000117525	F3	3	3	1.734958896794966e-20	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000119888	EPCAM	3	3	1.734958896794966e-20	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000050555	LAMC3	3	3	2.2538184315543193e-20	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000184292	TACSTD2	3	3	2.9111785084547337e-20	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000196569	LAMA2	3	3	2.9111785084547337e-20	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000019102	VSIG2	3	3	3.2518075262502607e-20	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000197461	PDGFA	3	2	3.754542385535799e-20	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000162366	PDZK1IP1	3	3	4.880768627182923e-20	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000139289	PHLDA1	3	3	1.004493415245811e-19	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000164484	TMEM200A	3	3	1.8347320833254096e-19	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000129038	LOXL1	3	3	3.0226344475476134e-19	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000125775	SDCBP2	3	3	3.3057967087605464e-19	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000112562	SMOC2	3	2	3.883684746327403e-19	TRUE	1	up	4	F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000203805	PLPP4	3	2	5.236229880468437e-19	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	1	up	F3_vs_F1	baseline_and_strata
ENSG00000120875	DUSP4	3	2	5.405545594830794e-19	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000130513	GDF15	3	3	5.715766687725672e-19	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000163531	NFASC	3	3	7.570020818451078e-19	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000175505	CLCF1	3	2	9.5764662395298e-19	TRUE	1	up	4	F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000084636	COL16A1	3	3	1.0311790756619016e-18	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000167460	TPM4	3	2	1.7443261841989752e-18	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000169994	MYO7B	3	2	2.148301861899921e-18	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000013297	CLDN11	3	2	2.166964374341554e-18	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000181577	LINC03040	3	3	2.782390965028255e-18	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	2	up	F3_vs_F1,F4_vs_F1	baseline_and_strata
ENSG00000169213	RAB3B	3	2	6.7401428682731224e-18	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000129538	RNASE1	3	3	7.546206494095017e-18	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000099994	SUSD2	3	3	1.1232516325245702e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000180828	BHLHE22	3	3	1.2660587429074595e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000186198	SLC51B	3	2	1.3844730541480366e-17	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000156510	HKDC1	3	3	1.781910952540614e-17	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000137269	LRRC1	3	2	2.1794653116189446e-17	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000141934	PLPP2	3	3	2.1794653116189446e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000146072	TNFRSF21	3	3	2.521349884476654e-17	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000150594	ADRA2A	3	3	2.7770719294525765e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000106624	AEBP1	3	3	3.1057844863678006e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000163453	IGFBP7	3	3	4.616811130184309e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000071282	LMCD1	3	3	4.75821860633114e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000128567	PODXL	3	3	5.0258535302157726e-17	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000164692	COL1A2	3	3	7.125221075492912e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000241644	INMT	3	3	8.212461059205861e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000087245	MMP2	3	3	8.862398629163187e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000148346	LCN2	3	3	9.656826257024343e-17	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F3_vs_F1,F4_vs_F1	baseline_and_strata
ENSG00000058085	LAMC2	3	3	1.0928012365284944e-16	TRUE	1	up	4	F4_vs_F0	2	up	F3_vs_F1,F4_vs_F1	baseline_and_strata
ENSG00000112936	C7	3	3	1.1244304939729516e-16	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000185274	GALNT17	3	2	1.140001739679342e-16	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000112559	MDFI	3	2	2.809709041645166e-16	TRUE	1	up	3	F3_vs_F0	1	up	F3_vs_F1	baseline_and_strata
ENSG00000197956	S100A6	3	3	3.1224531269964704e-16	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000124491	F13A1	3	3	3.9269356386185493e-16	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000103196	CRISPLD2	3	3	4.3981269234154994e-16	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000181885	CLDN7	3	3	4.745606747074934e-16	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000183496	MEX3B	3	3	8.124513913497383e-16	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000014914	MTMR11	3	3	8.125841666825645e-16	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000179913	B3GNT3	3	3	1.0336783040876681e-15	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000147883	CDKN2B	3	3	1.035097126815259e-15	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	1	up	F3_vs_F1	baseline_and_strata
ENSG00000104368	PLAT	3	3	1.2105101485959288e-15	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000198074	AKR1B10	3	3	2.1530190799889605e-15	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000159713	TPPP3	3	3	2.7703421204968932e-15	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000164199	ADGRV1	3	2	2.9299239713141553e-15	TRUE	1	down	4	F4_vs_F0	2	down	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000122861	PLAU	3	3	3.1576733518731132e-15	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000076716	GPC4	3	3	3.6906602556634595e-15	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000026025	VIM	3	3	3.91042935265218e-15	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000107317	PTGDS	3	3	5.268054021109256e-15	TRUE	1	up	3	F3_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000165359	INTS6L	3	2	7.0112712784620894e-15	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
